account_token,bank_code,amount,reference_token,status,errors
ACC-59f393d5,082,309997.24,REF-e3b0c442,Invalid,"[{'type': 'reference_id_validation', 'message': 'Reference ID must be non-empty'}]"
ACC-d0965c8d,,337288.32,REF-c95fc52e,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-4251a305,,272880.44,REF-da8d6ae6,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-f9751c1d,,380771.88,REF-6d3177bc,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-3ae28d2c,,241423.21,REF-40940d29,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-ccc94ff5,001,321034.96,REF-f0dc9472,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-c8616f58,044,358036.23,REF-c4a5950a,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-61c94c96,001,353098.29,REF-8d693c96,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-8e51d5a6,232,80212.03,REF-b6b396c0,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-8b5bddee,,432057.49,REF-49c6b2d4,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-838dcc2c,,465167.72,REF-64565a71,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-2c870783,214,80752.76,REF-d3263c92,Invalid,"[{'type': 'alphanumeric_format', 'message': 'Account number must be alphanumeric (unless IBAN)'}]"
ACC-ba73f502,002,306916.46,REF-e3b0c442,Invalid,"[{'type': 'reference_id_validation', 'message': 'Reference ID must be non-empty'}]"
ACC-4596d8fb,232,345691.29,REF-a7d843d4,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-c28af4ed,001,264161.93,REF-04701b7d,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-9827fb0a,232,105415.17,REF-867ee527,Invalid,"[{'type': 'alphanumeric_format', 'message': 'Account number must be alphanumeric (unless IBAN)'}]"
ACC-8ea9ba0a,,16651.39,REF-067055fc,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-ff6c0e9c,001,388037.56,REF-8e69975f,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-5357814e,070,413008.37,REF-e3b0c442,Invalid,"[{'type': 'reference_id_validation', 'message': 'Reference ID must be non-empty'}]"
ACC-c1649353,003,146708.3,REF-e3b0c442,Invalid,"[{'type': 'reference_id_validation', 'message': 'Reference ID must be non-empty'}]"
ACC-8dd4241b,,227038.3,REF-5c6c5a7b,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-b3ad4785,070,208723.74,REF-e3b0c442,Invalid,"[{'type': 'reference_id_validation', 'message': 'Reference ID must be non-empty'}]"
ACC-73550c15,082,-100,REF-c9073ae7,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-cf1e26ad,001,396573.66,REF-efa0216b,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-6a331367,,298457.3,REF-96e7051a,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-c8745995,058,436822.45,REF-2a42787a,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-62b0979e,214,78249.29,REF-e3b0c442,Invalid,"[{'type': 'reference_id_validation', 'message': 'Reference ID must be non-empty'}]"
ACC-38d79090,003,333043.56,REF-e3b0c442,Invalid,"[{'type': 'reference_id_validation', 'message': 'Reference ID must be non-empty'}]"
ACC-2361667f,,434297.27,REF-06c2cbc8,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-befa5420,070,25959.39,REF-e3b0c442,Invalid,"[{'type': 'reference_id_validation', 'message': 'Reference ID must be non-empty'}]"
ACC-4c4c7f40,,371215.19,REF-15235dc7,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-8baaf5bd,082,472025.97,REF-21285d96,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-651c37c1,001,399681.97,REF-08ec9fa9,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-f4f23cd3,215,123744.44,REF-745230d4,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-7049e33c,214,108144.97,REF-cdcc41ab,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-080288eb,214,52661.91,REF-4769f273,Invalid,"[{'type': 'alphanumeric_format', 'message': 'Account number must be alphanumeric (unless IBAN)'}]"
ACC-6a5d38ac,232,239355.13,REF-e3b0c442,Invalid,"[{'type': 'reference_id_validation', 'message': 'Reference ID must be non-empty'}]"
ACC-59dd3f0e,001,427792.26,REF-82022035,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-228063c3,,218607.28,REF-56769592,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-5fb7127c,070,-100,REF-1b06ab66,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-fa13d18b,214,111549.52,REF-e3b0c442,Invalid,"[{'type': 'reference_id_validation', 'message': 'Reference ID must be non-empty'}]"
ACC-c2d97ab1,,95988.59,REF-d81844bf,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-16dceada,,129873.84,REF-b24d39e8,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-20e527b2,001,74193.03,REF-80dead0c,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-aa0aeff1,058,-100,REF-03d807df,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-b2b05c2d,,387546.44,REF-53fc5a5b,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-bca3ffab,,396835.09,REF-dbb1d74b,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-57fa44a2,,229445.81,REF-1b3d08ac,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-e8b53962,232,478160.6,REF-9b627767,Invalid,"[{'type': 'alphanumeric_format', 'message': 'Account number must be alphanumeric (unless IBAN)'}]"
ACC-bf3ca318,,412319.56,REF-16d63082,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-577cbb73,003,79545.25,REF-ddf1ac09,Invalid,"[{'type': 'bank_003_account_validation', 'message': 'Account number failed validation for bank 003'}]"
ACC-5a529ee2,082,17565.11,REF-e3b0c442,Invalid,"[{'type': 'reference_id_validation', 'message': 'Reference ID must be non-empty'}]"
ACC-27172491,,43912.14,REF-7da80bb3,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-e3770748,082,138576.76,REF-127a0933,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-d6cf87ff,,225814.45,REF-87a61b41,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-d1e9c029,001,328729.65,REF-46ec0cda,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-3dc111f3,,8297.5,REF-4af8c410,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-fb0f258d,001,39123.88,REF-c8a190d5,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-5d119e5c,,138676.45,REF-f366fea2,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-8e68a450,215,0,REF-d898e3a0,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-944b8c4e,,453311.05,REF-97c1fa14,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-1eb545cc,214,198421.51,REF-346d3796,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-7fbe97af,,64461.26,REF-0437a616,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-d6fe3dc4,,7228.27,REF-36e8ea51,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-2fb2929d,,486198.45,REF-04701b7d,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-6e8ab5cf,214,381931.03,REF-e3b0c442,Invalid,"[{'type': 'reference_id_validation', 'message': 'Reference ID must be non-empty'}]"
ACC-49454091,,314385.37,REF-b18acdcd,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-554a6c57,,230297.26,REF-c6e2b1b0,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-df8013ee,082,166667.27,REF-56f0fc3b,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-37ffbbf6,214,-100,REF-b3012aa3,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-0c5b99b6,003,386570.75,REF-c824a05b,Invalid,"[{'type': 'bank_003_account_validation', 'message': 'Account number failed validation for bank 003'}]"
ACC-a37b55bf,,342931.19,REF-a048810f,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-42895153,,180892.85,REF-4960c0cd,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-5bb98332,001,0,REF-467f0699,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-964e3463,001,339768.58,REF-e3b0c442,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-838531dd,001,385585.73,REF-b30fdcf6,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-aafd470e,,397540.38,REF-957afd06,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-d911374a,001,272857.65,REF-ac7d955a,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-dd8daa3f,215,0,REF-be2b504a,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-33af1a34,001,392597.73,REF-f4440855,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-851e6c03,215,26825.78,REF-ea8987f1,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-af2df303,058,0,REF-98ee1fb4,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-a4f3e995,070,413845.98,REF-af7f01e7,Invalid,"[{'type': 'alphanumeric_format', 'message': 'Account number must be alphanumeric (unless IBAN)'}]"
ACC-01cd9640,058,192638.5,REF-7c40f000,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-cb520833,070,-100,REF-e6d4685b,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-876b6fa5,215,114724.77,REF-8b7167d6,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-960c072e,003,490735.35,REF-a1104194,Invalid,"[{'type': 'bank_003_account_validation', 'message': 'Account number failed validation for bank 003'}]"
ACC-8b942f6d,,58889.69,REF-d3c326cd,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-af3bd646,,188945.68,REF-ffb3cc65,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-ed273f99,003,488523.75,REF-e3b0c442,Invalid,"[{'type': 'reference_id_validation', 'message': 'Reference ID must be non-empty'}]"
ACC-f96e8090,003,183788.03,REF-03a44fa6,Invalid,"[{'type': 'bank_003_account_validation', 'message': 'Account number failed validation for bank 003'}]"
ACC-aa953466,002,326740.58,REF-c2bab7b7,Invalid,"[{'type': 'bank_002_account_validation', 'message': 'Account number failed validation for bank 002'}]"
ACC-37e21e91,,267589.12,REF-cd9b93df,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-3606cbf8,,134239.84,REF-9f289def,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-8e1dd865,002,-100,REF-8298499a,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-b5d41eaa,,134983.94,REF-298194e5,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-83da99de,,162320.86,REF-9d243084,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-3a76213a,,256325.23,REF-13bc18d1,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-2ad6d074,070,44200.64,REF-e3b0c442,Invalid,"[{'type': 'reference_id_validation', 'message': 'Reference ID must be non-empty'}]"
ACC-cc2fcc01,,79933.4,REF-fe6aedfc,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-83aae0d7,001,270846.54,REF-ea2ff709,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-3331323c,,143357.91,REF-a590e4c5,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-6fa2a841,215,485389.09,REF-e3b0c442,Invalid,"[{'type': 'reference_id_validation', 'message': 'Reference ID must be non-empty'}]"
ACC-450814e6,001,472305.12,REF-abc57e06,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-eb3d4c09,215,-100,REF-607a1e6c,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-745fb54b,001,356759.38,REF-dc210397,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-8c7269c9,002,-100,REF-a88536ff,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-61d12404,082,0,REF-27e7920c,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-01745b71,001,464787.52,REF-a7193d25,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-b68c17ef,003,453942.37,REF-e3b0c442,Invalid,"[{'type': 'reference_id_validation', 'message': 'Reference ID must be non-empty'}]"
ACC-c2c14d3b,,87450.19,REF-4d44de7a,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-e0437e56,003,-100,REF-60108b9c,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-75a936d1,003,282823.57,REF-254ae5d9,Invalid,"[{'type': 'bank_003_account_validation', 'message': 'Account number failed validation for bank 003'}]"
ACC-fa61312f,,436730.4,REF-bea6dcfb,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-23b5d6bd,,305955.18,REF-760a6b19,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-4506fc5c,002,325001.55,REF-e3b0c442,Invalid,"[{'type': 'reference_id_validation', 'message': 'Reference ID must be non-empty'}]"
ACC-9e24a133,,438255.12,REF-ff8a01a1,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-f11338d7,,164501.95,REF-c8a288c0,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-92319a5c,,349675.66,REF-4c20cf02,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-a04b04c9,,25304.26,REF-a15773c6,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-118191c9,,396729.57,REF-0549b383,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-62f66a22,002,90377.94,REF-c1acf043,Invalid,"[{'type': 'bank_002_account_validation', 'message': 'Account number failed validation for bank 002'}]"
ACC-32d30d97,,284641.34,REF-f6346828,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-6cb208c9,058,408917.79,REF-e3b0c442,Invalid,"[{'type': 'reference_id_validation', 'message': 'Reference ID must be non-empty'}]"
ACC-4706ce68,002,100000000.0,REF-0c8f6f81,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-1669bd96,003,349787.16,REF-0c5ce178,Invalid,"[{'type': 'bank_003_account_validation', 'message': 'Account number failed validation for bank 003'}]"
ACC-9203419f,070,255715.77,REF-c0aa4205,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-760f61d9,001,304501.67,REF-f124296d,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
