account_token,bank_code,amount,reference_token,status,errors
ACC-577cbb73,003,79545.25,REF-ddf1ac09,Invalid,"[{'type': 'bank_003_account_validation', 'message': 'Account number failed validation for bank 003'}]"
ACC-e3770748,082,138576.76,REF-127a0933,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-d6cf87ff,,225814.45,REF-87a61b41,Invalid,"[{'type': 'iban_format_or_checksum', 'message': 'Invalid IBAN format or checksum'}]"
ACC-d1e9c029,001,328729.65,REF-46ec0cda,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-fb0f258d,001,39123.88,REF-c8a190d5,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-8e68a450,215,0,REF-d898e3a0,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-1eb545cc,214,198421.51,REF-346d3796,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-554a6c57,,230297.26,REF-c6e2b1b0,Invalid,"[{'type': 'iban_format_or_checksum', 'message': 'Invalid IBAN format or checksum'}]"
ACC-df8013ee,082,166667.27,REF-56f0fc3b,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-37ffbbf6,214,-100,REF-b3012aa3,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-0c5b99b6,003,386570.75,REF-c824a05b,Invalid,"[{'type': 'bank_003_account_validation', 'message': 'Account number failed validation for bank 003'}]"
ACC-5bb98332,001,0,REF-467f0699,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-964e3463,001,339768.58,REF-9b2d5b46,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-838531dd,001,385585.73,REF-b30fdcf6,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-d911374a,001,272857.65,REF-ac7d955a,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-dd8daa3f,215,0,REF-be2b504a,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-33af1a34,001,392597.73,REF-f4440855,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-851e6c03,215,26825.78,REF-ea8987f1,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-af2df303,058,0,REF-98ee1fb4,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-a4f3e995,070,413845.98,REF-af7f01e7,Invalid,"[{'type': 'alphanumeric_format', 'message': 'Account number must be alphanumeric (unless IBAN)'}]"
ACC-01cd9640,058,192638.5,REF-7c40f000,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-cb520833,070,-100,REF-e6d4685b,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-876b6fa5,215,114724.77,REF-8b7167d6,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-960c072e,003,490735.35,REF-a1104194,Invalid,"[{'type': 'bank_003_account_validation', 'message': 'Account number failed validation for bank 003'}]"
ACC-f96e8090,003,183788.03,REF-03a44fa6,Invalid,"[{'type': 'bank_003_account_validation', 'message': 'Account number failed validation for bank 003'}]"
ACC-aa953466,002,326740.58,REF-c2bab7b7,Invalid,"[{'type': 'bank_002_account_validation', 'message': 'Account number failed validation for bank 002'}]"
ACC-8e1dd865,002,-100,REF-8298499a,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-83da99de,,162320.86,REF-9d243084,Invalid,"[{'type': 'iban_format_or_checksum', 'message': 'Invalid IBAN format or checksum'}]"
ACC-83aae0d7,001,270846.54,REF-ea2ff709,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-450814e6,001,472305.12,REF-abc57e06,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-eb3d4c09,215,-100,REF-607a1e6c,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-745fb54b,001,356759.38,REF-dc210397,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-8c7269c9,002,-100,REF-a88536ff,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-61d12404,082,0,REF-27e7920c,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-01745b71,001,464787.52,REF-a7193d25,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-e0437e56,003,-100,REF-60108b9c,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-75a936d1,003,282823.57,REF-254ae5d9,Invalid,"[{'type': 'bank_003_account_validation', 'message': 'Account number failed validation for bank 003'}]"
ACC-fa61312f,,436730.4,REF-bea6dcfb,Invalid,"[{'type': 'iban_format_or_checksum', 'message': 'Invalid IBAN format or checksum'}]"
ACC-118191c9,,396729.57,REF-0549b383,Invalid,"[{'type': 'iban_format_or_checksum', 'message': 'Invalid IBAN format or checksum'}]"
ACC-62f66a22,002,90377.94,REF-c1acf043,Invalid,"[{'type': 'bank_002_account_validation', 'message': 'Account number failed validation for bank 002'}]"
ACC-4706ce68,002,100000000.0,REF-0c8f6f81,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-1669bd96,003,349787.16,REF-0c5ce178,Invalid,"[{'type': 'bank_003_account_validation', 'message': 'Account number failed validation for bank 003'}]"
ACC-9203419f,070,255715.77,REF-c0aa4205,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-760f61d9,001,304501.67,REF-f124296d,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-8cd3b012,070,281.56,REF-67b06194,Invalid,"[{'type': 'alphanumeric_format', 'message': 'Account number must be alphanumeric (unless IBAN)'}]"
ACC-e59d8d51,044,407124.41,REF-1ae04fc3,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-9bc977e0,070,-100,REF-2c5345cb,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-2d913d33,002,202510.73,REF-5efabeef,Invalid,"[{'type': 'bank_002_account_validation', 'message': 'Account number failed validation for bank 002'}]"
