account_token,bank_code,amount,reference_token,status,errors
ACC-ff9abd7a,002,202096.44,REF-1965a9f2,Invalid,"[{'type': 'bank_002_account_validation', 'message': 'Account number failed validation for bank 002'}]"
ACC-2d0bf33f,082,-100,REF-ad56fdd0,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-28590cef,070,90266.98,REF-4527582d,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-330a76f2,,20624.31,REF-b10ecd7a,Invalid,"[{'type': 'iban_format_or_checksum', 'message': 'Invalid IBAN format or checksum'}]"
ACC-59047353,070,368731.06,REF-b441650f,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-79550471,082,100000000.0,REF-77f9ba29,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-1240da08,070,476033.24,REF-589aeea7,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-cba5a9cd,058,117588.84,REF-180aa7f7,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-51c2645e,058,332033.71,REF-25e4390f,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-433cf78e,,452426.66,REF-73dea0ad,Invalid,"[{'type': 'iban_format_or_checksum', 'message': 'Invalid IBAN format or checksum'}]"
ACC-6698955f,003,80848.57,REF-f1801f51,Invalid,"[{'type': 'bank_003_account_validation', 'message': 'Account number failed validation for bank 003'}]"
ACC-fe1b6b4a,044,156197.37,REF-3db5dcd2,Invalid,"[{'type': 'alphanumeric_format', 'message': 'Account number must be alphanumeric (unless IBAN)'}]"
ACC-633444e3,,161941.95,REF-c8ddb9f4,Invalid,"[{'type': 'iban_format_or_checksum', 'message': 'Invalid IBAN format or checksum'}]"
ACC-209e1a0f,232,397460.72,REF-a3d2f5b6,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-6c2ff093,,341750.22,REF-ddbdf55b,Invalid,"[{'type': 'iban_format_or_checksum', 'message': 'Invalid IBAN format or checksum'}]"
ACC-8670644e,070,-100,REF-0482f080,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-f46a211e,232,93578.5,REF-99860585,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-dc07ed9d,003,20060.46,REF-408670ab,Invalid,"[{'type': 'bank_003_account_validation', 'message': 'Account number failed validation for bank 003'}]"
ACC-1d817f43,082,-100,REF-c6437c01,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-a57e689c,002,0,REF-a9c64eca,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-ed6f6b1e,001,338686.51,REF-454d5c0d,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-e93d3c97,002,323039.77,REF-8b6995bf,Invalid,"[{'type': 'bank_002_account_validation', 'message': 'Account number failed validation for bank 002'}]"
ACC-4f778f2d,070,193055.58,REF-39468337,Invalid,"[{'type': 'alphanumeric_format', 'message': 'Account number must be alphanumeric (unless IBAN)'}]"
ACC-8cdcf7e9,070,430882.01,REF-b18eceb7,Invalid,"[{'type': 'alphanumeric_format', 'message': 'Account number must be alphanumeric (unless IBAN)'}]"
ACC-a2e7b3cb,,401717.34,REF-0b967de3,Invalid,"[{'type': 'iban_format_or_checksum', 'message': 'Invalid IBAN format or checksum'}]"
ACC-1d9fdb45,215,146151.86,REF-7a68824b,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-66907d4d,214,436421.28,REF-c873c7aa,Invalid,"[{'type': 'alphanumeric_format', 'message': 'Account number must be alphanumeric (unless IBAN)'}]"
ACC-260f9669,001,44100.92,REF-56b83f49,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-198d6aab,082,274158.57,REF-6f7ef703,Invalid,"[{'type': 'alphanumeric_format', 'message': 'Account number must be alphanumeric (unless IBAN)'}]"
ACC-07e12779,001,190671.34,REF-68ca3f37,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-59dc1734,001,239780.2,REF-b9cfdee6,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-47000cd1,214,294000.93,REF-aca6e99f,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-03d4dfac,232,270280.94,REF-869b3f8d,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-f1d2a4aa,001,466001.2,REF-901148d7,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-23716f47,058,100000000.0,REF-1bd6842e,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-1b9a9cca,001,452835.9,REF-6fd020da,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-ac17d754,001,458645.96,REF-9957446b,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-af387ebd,002,5949.72,REF-d43c8e8b,Invalid,"[{'type': 'bank_002_account_validation', 'message': 'Account number failed validation for bank 002'}]"
ACC-af2e1756,001,45847.68,REF-80bfe190,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-8e8a2c5e,001,51166.42,REF-31e9664e,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-f8c37b3a,058,11876.02,REF-a651a476,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-175ad88f,058,38938.19,REF-35526a02,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-5ca0d163,002,358847.9,REF-21c63655,Invalid,"[{'type': 'bank_002_account_validation', 'message': 'Account number failed validation for bank 002'}]"
ACC-14ba198f,232,379522.76,REF-d8e26e42,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-4514ef6a,044,-100,REF-8a58c9eb,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-e79dc303,214,0,REF-4f2a2903,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-57af7683,001,388300.41,REF-62b3dbd1,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-8a1b0809,,154483.77,REF-edc1b10e,Invalid,"[{'type': 'iban_format_or_checksum', 'message': 'Invalid IBAN format or checksum'}]"
ACC-eecca0c9,002,83639.75,REF-0a0cc4a7,Invalid,"[{'type': 'bank_002_account_validation', 'message': 'Account number failed validation for bank 002'}]"
