account_token,bank_code,amount,reference_token,status,errors
ACC-42d4c4e8,215,376309.81,REF-94c14230,Invalid,"[{'type': 'alphanumeric_format', 'message': 'Account number must be alphanumeric (unless IBAN)'}]"
ACC-80e69f32,001,254270.95,REF-ac2b110c,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-2427ffe5,058,0,REF-c7841639,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-446eef22,232,0,REF-c170181a,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-6da2e8d5,001,5593.88,REF-449649c5,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-65a8afec,002,475760.91,REF-75c7b714,Invalid,"[{'type': 'bank_002_account_validation', 'message': 'Account number failed validation for bank 002'}]"
ACC-edbfa842,001,47536.98,REF-35361127,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-26ee450a,214,264750.53,REF-ac97ca98,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-9776673c,001,340768.95,REF-8912ff09,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-24b83d5c,215,108876.26,REF-232da1a6,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-2c8810a4,003,49468.42,REF-2030160b,Invalid,"[{'type': 'bank_003_account_validation', 'message': 'Account number failed validation for bank 003'}]"
ACC-3c2c7e4b,044,267021.82,REF-575c5bd1,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-65971b87,082,122276.83,REF-33b38da6,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-923f97cf,058,417949.66,REF-dcd85d19,Invalid,"[{'type': 'alphanumeric_format', 'message': 'Account number must be alphanumeric (unless IBAN)'}]"
ACC-d6f6c98d,002,0,REF-bea4b311,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-7721ee90,070,0,REF-aafdcc75,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-5823755e,001,22806.59,REF-63556b44,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-cd587d4a,001,115313.98,REF-da1a69a6,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-96509f07,003,100000000.0,REF-6ec12f34,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-8e6965f7,001,156877.56,REF-fb86fb3c,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-01236ba0,215,195594.06,REF-afb8c506,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-63d20c6b,001,0,REF-d318992c,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-48e73236,044,-100,REF-81ac6146,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-d8e2c157,001,181698.79,REF-16b4faa1,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-ad3c61fd,001,257350.47,REF-fb3e62c3,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-a73086c1,215,100000000.0,REF-6d051692,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-9313b1f7,001,228768.55,REF-73b26f50,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-6b79799f,001,38435.23,REF-6a47d409,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-da21b0a5,002,470775.51,REF-fec61bc6,Invalid,"[{'type': 'bank_002_account_validation', 'message': 'Account number failed validation for bank 002'}]"
ACC-93593628,070,100000000.0,REF-523d5521,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-556b3f75,044,322721.01,REF-3e21c01c,Invalid,"[{'type': 'alphanumeric_format', 'message': 'Account number must be alphanumeric (unless IBAN)'}]"
ACC-84e9a128,003,-100,REF-cc6821b6,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-f161e02f,070,100000000.0,REF-378e0b2c,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-ae12db79,,62235.78,REF-20e6e8be,Invalid,"[{'type': 'iban_format_or_checksum', 'message': 'Invalid IBAN format or checksum'}]"
ACC-4e9c1173,003,194567.31,REF-8f261f8d,Invalid,"[{'type': 'bank_003_account_validation', 'message': 'Account number failed validation for bank 003'}]"
ACC-0857e6c3,215,-100,REF-83040ef1,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-366305ee,001,100000000.0,REF-bc0c930f,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-7f336f8f,002,453804.21,REF-09b2f4f3,Invalid,"[{'type': 'bank_002_account_validation', 'message': 'Account number failed validation for bank 002'}]"
ACC-90f9b90a,002,422234.34,REF-b8fc8a37,Invalid,"[{'type': 'bank_002_account_validation', 'message': 'Account number failed validation for bank 002'}]"
ACC-cd927482,070,354462.44,REF-90aa216c,Invalid,"[{'type': 'alphanumeric_format', 'message': 'Account number must be alphanumeric (unless IBAN)'}]"
ACC-a2b835d3,001,106650.0,REF-15377212,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-03cb4249,215,7837.37,REF-ddfe92fc,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-17933778,001,379344.76,REF-852ff46d,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-2ebe9ce0,,244215.85,REF-f6a198e4,Invalid,"[{'type': 'iban_format_or_checksum', 'message': 'Invalid IBAN format or checksum'}]"
ACC-1ab1a7cc,001,366284.5,REF-9b2d5b46,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-254bc0eb,001,173311.64,REF-d9b2fb3c,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-d0587049,003,326273.75,REF-b30866b3,Invalid,"[{'type': 'bank_003_account_validation', 'message': 'Account number failed validation for bank 003'}]"
ACC-80a41c80,002,42963.84,REF-b85a4323,Invalid,"[{'type': 'bank_002_account_validation', 'message': 'Account number failed validation for bank 002'}]"
ACC-4cd79ef3,001,283516.64,REF-b2ffea44,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-5baeb24b,044,0,REF-ad3ddf6f,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-64a33c6f,082,130613.48,REF-77cfcfa9,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-cda78576,082,8906.89,REF-d03049b8,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-dca0183d,082,100000000.0,REF-0a0a149c,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-b50aad68,214,9383.68,REF-1e3f38ee,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-f68f4a4b,002,140360.44,REF-2641f4d3,Invalid,"[{'type': 'bank_002_account_validation', 'message': 'Account number failed validation for bank 002'}]"
ACC-b4dab742,,19011.83,REF-85e971ef,Invalid,"[{'type': 'iban_format_or_checksum', 'message': 'Invalid IBAN format or checksum'}]"
ACC-4f4eb65c,070,148900.94,REF-1c5dd999,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-555ddca2,214,169503.7,REF-ae809e07,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-ab1ae421,058,127940.43,REF-04d7c78d,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-df065ee1,003,219965.9,REF-2549b55c,Invalid,"[{'type': 'bank_003_account_validation', 'message': 'Account number failed validation for bank 003'}]"
ACC-d8ab1982,002,100000000.0,REF-f5578c12,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-f06f5560,001,100000000.0,REF-2677295b,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-a5dc8946,044,360533.38,REF-17f566f8,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-f242b3f8,082,73048.55,REF-7df00aa4,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-b88e6f42,003,488581.13,REF-15f928a6,Invalid,"[{'type': 'bank_003_account_validation', 'message': 'Account number failed validation for bank 003'}]"
ACC-1bfd635a,070,-100,REF-2bb9dbc5,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-22c082e1,002,100000000.0,REF-783b9b4b,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-ea43770b,058,322245.65,REF-23ac75c8,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-bd1791a9,001,402672.53,REF-b9a28b60,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-0a26cab2,214,108074.45,REF-c7562e14,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-4b0fb094,001,329865.35,REF-9b2d5b46,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-1920e0b1,003,170506.26,REF-aea69cb6,Invalid,"[{'type': 'bank_003_account_validation', 'message': 'Account number failed validation for bank 003'}]"
ACC-6f665098,215,228883.28,REF-8eb8b042,Invalid,"[{'type': 'alphanumeric_format', 'message': 'Account number must be alphanumeric (unless IBAN)'}]"
ACC-ff0b76e9,232,412162.69,REF-b2be475c,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-ef612b11,232,28256.42,REF-f3adc70c,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-1dca0d4a,001,99210.16,REF-81048737,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-63d774ab,001,151144.11,REF-4c7c2d54,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-0270d448,001,202027.84,REF-b67e6613,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-dca9c04c,,195517.3,REF-518c53aa,Invalid,"[{'type': 'iban_format_or_checksum', 'message': 'Invalid IBAN format or checksum'}]"
ACC-5862c8d3,044,97776.32,REF-a9385ad4,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-19654305,001,209136.68,REF-5dbab8c4,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-f16b794f,058,311691.32,REF-16144aa2,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-07bae56a,001,284715.33,REF-83f95d11,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-a0d9f045,001,2981.15,REF-510610a0,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-761509d0,070,153205.11,REF-5d5885ad,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-87542cc1,,353700.88,REF-52161a96,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}, {'type': 'bank_code_validation', 'message': 'Invalid bank code'}]"
ACC-87b97a18,214,0,REF-4dd49c97,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-de3c3dd7,082,20941.41,REF-e2b6b854,Invalid,"[{'type': 'alphanumeric_format', 'message': 'Account number must be alphanumeric (unless IBAN)'}]"
ACC-7770ab45,002,397223.27,REF-2dcfa866,Invalid,"[{'type': 'bank_002_account_validation', 'message': 'Account number failed validation for bank 002'}]"
ACC-fec78fe0,001,184401.11,REF-41bebf5b,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-d9f4a40b,001,66549.21,REF-fcf9eff0,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-29e53d5d,082,313564.73,REF-f26ad463,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-ab580735,001,-100,REF-28572649,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-b8860ba0,044,452083.25,REF-11e8ee9b,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-859c88b3,001,375469.4,REF-64aaed8d,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-243de446,001,259688.6,REF-cd8a2908,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-392e4bc4,232,462691.91,REF-ead3b2ba,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-32982322,058,100000000.0,REF-dac35936,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-e7d4b7d0,002,380646.35,REF-cfc1ee2f,Invalid,"[{'type': 'bank_002_account_validation', 'message': 'Account number failed validation for bank 002'}]"
ACC-b36298b0,003,0,REF-c3cfce1e,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
