account_token,bank_code,amount,reference_token,status,errors
ACC-ffcc9f19,001,495252.31,REF-3a7e81be,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-d490299f,002,-100,REF-b099d379,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-7c4749a5,232,498339.65,REF-bb899913,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-03fce0d9,,176467.52,REF-46c8c42d,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-2561d2a2,,485433.52,REF-c5675e65,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-771cc13e,001,123576.08,REF-c9b36d12,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-a7290fd8,002,495050.55,REF-1b18890c,Invalid,"[{'type': 'bank_002_account_validation', 'message': 'Account number failed validation for bank 002'}]"
ACC-668c8646,002,265262.32,REF-25e2e77f,Invalid,"[{'type': 'bank_002_account_validation', 'message': 'Account number failed validation for bank 002'}]"
ACC-8fff538f,,447219.05,REF-0d8fce9e,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-3fdd6ab7,214,432879.03,REF-f724ad40,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-23a06144,001,355553.64,REF-fbce3e1c,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-ac59175b,082,253033.82,REF-2a400073,Invalid,"[{'type': 'alphanumeric_format', 'message': 'Account number must be alphanumeric (unless IBAN)'}]"
ACC-a9e245ee,,496639.29,REF-15b1380e,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-c4a23644,002,257896.23,REF-e3b0c442,Invalid,"[{'type': 'reference_id_validation', 'message': 'Reference ID must be non-empty'}]"
ACC-35433554,,403506.28,REF-67409ec6,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-5f53d1fc,,416427.76,REF-e8b1567e,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-10bbb307,,489836.23,REF-05e20d3e,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-18353314,003,281977.34,REF-d9773e8e,Invalid,"[{'type': 'bank_003_account_validation', 'message': 'Account number failed validation for bank 003'}]"
ACC-06e4bf5a,003,4221.84,REF-e3b0c442,Invalid,"[{'type': 'reference_id_validation', 'message': 'Reference ID must be non-empty'}]"
ACC-4d39b251,001,311837.44,REF-4f9b1db4,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-4f7bf7b5,001,243227.07,REF-e3b0c442,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-7171caf6,,435266.15,REF-d6bb4a65,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-bb4e4108,001,-100,REF-9bb3b0bb,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-e061114a,044,428603.5,REF-9ef9db7b,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-d87380a0,,444135.36,REF-6dc13e3c,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-ae624d6c,058,247512.28,REF-4911d962,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-5fa0e069,232,100000000.0,REF-1b76ef6f,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-caa43b1f,044,177132.68,REF-e76faa4e,Invalid,"[{'type': 'alphanumeric_format', 'message': 'Account number must be alphanumeric (unless IBAN)'}]"
ACC-ff24b19f,232,285067.03,REF-e3b0c442,Invalid,"[{'type': 'reference_id_validation', 'message': 'Reference ID must be non-empty'}]"
ACC-5311e10f,,105736.37,REF-546eec70,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-76d67557,001,325737.96,REF-10255922,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-ac06894e,,205540.0,REF-bfb2e7d5,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-64eb1521,001,141806.04,REF-6825bd40,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-a5711b68,001,65539.16,REF-eb0d8c70,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-058a3c38,215,347307.9,REF-e3b0c442,Invalid,"[{'type': 'reference_id_validation', 'message': 'Reference ID must be non-empty'}]"
ACC-5047c52d,001,279397.09,REF-ef0d9304,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-56f46579,,362892.16,REF-db1a7837,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-cf6c5c14,001,169359.35,REF-526ae92a,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-89850cf9,001,77501.41,REF-6f9e448a,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-e1dbaafe,,124046.53,REF-2e5021b6,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-b6b4796a,082,-100,REF-f1e3148c,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-6eccd9bc,214,100000000.0,REF-ea385668,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-8cb003e7,070,446913.71,REF-4a8098c8,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-8c26b836,,74000.68,REF-5ca9e2b3,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-08406220,,137398.27,REF-3b0050f3,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-672dbff9,,83101.2,REF-5de2f63a,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-822cd894,002,399191.16,REF-e3b0c442,Invalid,"[{'type': 'reference_id_validation', 'message': 'Reference ID must be non-empty'}]"
ACC-2f8959e6,,210259.49,REF-f7adeb6c,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-764cfb1c,070,310431.22,REF-e3b0c442,Invalid,"[{'type': 'reference_id_validation', 'message': 'Reference ID must be non-empty'}]"
ACC-cbacf5a1,,484702.61,REF-53d26089,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-76364640,003,115341.18,REF-e3b0c442,Invalid,"[{'type': 'reference_id_validation', 'message': 'Reference ID must be non-empty'}]"
ACC-06f66797,001,39180.48,REF-fb21f122,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-5a20ef84,,275751.2,REF-36c88b43,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-e49309a0,,178955.97,REF-dae33330,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-3b758be1,,212200.78,REF-93e4a47c,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-6ebd1ee0,214,0,REF-0e0f8a56,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-16ed7de2,,118823.26,REF-be0caa71,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-cef1f9e8,001,416849.35,REF-9e2436c3,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-2ae24834,003,373394.41,REF-e3b0c442,Invalid,"[{'type': 'reference_id_validation', 'message': 'Reference ID must be non-empty'}]"
ACC-eaa71579,001,413156.53,REF-9bded8e2,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-4c22ef0a,058,199546.46,REF-6dec980c,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-ba712fc5,,366434.61,REF-c1a3cf12,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-07fea83c,,401293.22,REF-e29454d9,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-a4ab8d64,001,342781.04,REF-a2e13311,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-68dede93,,143256.23,REF-25cf6f0f,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-ff9abd7a,002,202096.44,REF-1965a9f2,Invalid,"[{'type': 'bank_002_account_validation', 'message': 'Account number failed validation for bank 002'}]"
ACC-2d0bf33f,082,-100,REF-ad56fdd0,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-28590cef,070,90266.98,REF-4527582d,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-13f188f2,,369363.7,REF-58d29226,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-330a76f2,,20624.31,REF-b10ecd7a,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-3c52c1a4,,135992.23,REF-1d965288,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-59047353,070,368731.06,REF-b441650f,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-79550471,082,100000000.0,REF-77f9ba29,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-1240da08,070,476033.24,REF-589aeea7,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-cba5a9cd,058,117588.84,REF-180aa7f7,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-51c2645e,058,332033.71,REF-25e4390f,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-d8379f6a,001,305465.18,REF-e3b0c442,Invalid,"[{'type': 'reference_id_validation', 'message': 'Reference ID must be non-empty'}]"
ACC-433cf78e,,452426.66,REF-73dea0ad,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-6698955f,003,80848.57,REF-f1801f51,Invalid,"[{'type': 'bank_003_account_validation', 'message': 'Account number failed validation for bank 003'}]"
ACC-b6559a7a,,463657.23,REF-adb9626c,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-fe1b6b4a,044,156197.37,REF-3db5dcd2,Invalid,"[{'type': 'alphanumeric_format', 'message': 'Account number must be alphanumeric (unless IBAN)'}]"
ACC-633444e3,,161941.95,REF-c8ddb9f4,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-4cb201c2,,378265.7,REF-e8b82b41,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-b19df9e5,070,496581.24,REF-e3b0c442,Invalid,"[{'type': 'reference_id_validation', 'message': 'Reference ID must be non-empty'}]"
ACC-209e1a0f,232,397460.72,REF-a3d2f5b6,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-783cc53d,,45608.46,REF-4880dbb9,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-6c2ff093,,341750.22,REF-ddbdf55b,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-8670644e,070,-100,REF-0482f080,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-a94d8f79,,297233.78,REF-ee7ee21d,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-f46a211e,232,93578.5,REF-99860585,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-dc07ed9d,003,20060.46,REF-408670ab,Invalid,"[{'type': 'bank_003_account_validation', 'message': 'Account number failed validation for bank 003'}]"
ACC-1d817f43,082,-100,REF-c6437c01,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-a57e689c,002,0,REF-a9c64eca,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-ed6f6b1e,001,338686.51,REF-454d5c0d,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-91b5b290,232,383677.96,REF-e3b0c442,Invalid,"[{'type': 'reference_id_validation', 'message': 'Reference ID must be non-empty'}]"
ACC-e93d3c97,002,323039.77,REF-8b6995bf,Invalid,"[{'type': 'bank_002_account_validation', 'message': 'Account number failed validation for bank 002'}]"
ACC-c18be3a7,,244578.52,REF-07cbaac2,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-4f778f2d,070,193055.58,REF-39468337,Invalid,"[{'type': 'alphanumeric_format', 'message': 'Account number must be alphanumeric (unless IBAN)'}]"
ACC-a6329b81,,243057.53,REF-f9d7911b,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-8cdcf7e9,070,430882.01,REF-b18eceb7,Invalid,"[{'type': 'alphanumeric_format', 'message': 'Account number must be alphanumeric (unless IBAN)'}]"
ACC-63bbde6c,002,190790.49,REF-e3b0c442,Invalid,"[{'type': 'reference_id_validation', 'message': 'Reference ID must be non-empty'}]"
ACC-5f68d8a9,,343002.91,REF-dfe2e3b9,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-b6c7d954,,355678.97,REF-99b585f2,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-64979649,,420562.18,REF-09446708,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-8f6f35b7,,117870.44,REF-1f59400c,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-e2566b64,,462557.66,REF-f2098ee9,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-1c5ebe65,070,259522.81,REF-e3b0c442,Invalid,"[{'type': 'reference_id_validation', 'message': 'Reference ID must be non-empty'}]"
ACC-a2109954,,385308.69,REF-a8036fff,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-a2e7b3cb,,401717.34,REF-0b967de3,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-5d228e73,,174914.25,REF-cf3c7bb7,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-1d9fdb45,215,146151.86,REF-7a68824b,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-edeb5614,,452431.99,REF-c851ba8b,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-2f489d18,,479976.68,REF-c23d5b3f,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-66907d4d,214,436421.28,REF-c873c7aa,Invalid,"[{'type': 'alphanumeric_format', 'message': 'Account number must be alphanumeric (unless IBAN)'}]"
ACC-260f9669,001,44100.92,REF-56b83f49,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-198d6aab,082,274158.57,REF-6f7ef703,Invalid,"[{'type': 'alphanumeric_format', 'message': 'Account number must be alphanumeric (unless IBAN)'}]"
ACC-07e12779,001,190671.34,REF-68ca3f37,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-59dc1734,001,239780.2,REF-b9cfdee6,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-0d38cf27,,290109.69,REF-a341a886,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-9eac920a,,308330.87,REF-d392d373,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-47000cd1,214,294000.93,REF-aca6e99f,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-ce3db054,,323105.68,REF-481c75d5,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-03d4dfac,232,270280.94,REF-869b3f8d,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-15e571b8,,427940.23,REF-f55baddf,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-f1d2a4aa,001,466001.2,REF-901148d7,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-131f98c7,,278949.58,REF-b93f1267,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-2f069663,,293447.82,REF-6bd2c0a4,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-23716f47,058,100000000.0,REF-1bd6842e,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-1b9a9cca,001,452835.9,REF-6fd020da,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-ac17d754,001,458645.96,REF-9957446b,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-af387ebd,002,5949.72,REF-d43c8e8b,Invalid,"[{'type': 'bank_002_account_validation', 'message': 'Account number failed validation for bank 002'}]"
ACC-af2e1756,001,45847.68,REF-80bfe190,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-7954cc7c,,173169.89,REF-e9ecba70,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-8e8a2c5e,001,51166.42,REF-31e9664e,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-f8c37b3a,058,11876.02,REF-a651a476,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-628065f4,,464722.16,REF-b41804b0,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-175ad88f,058,38938.19,REF-35526a02,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-9925f95a,,409061.18,REF-a20f7435,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-633458f7,002,328655.2,REF-e3b0c442,Invalid,"[{'type': 'reference_id_validation', 'message': 'Reference ID must be non-empty'}]"
ACC-5ca0d163,002,358847.9,REF-21c63655,Invalid,"[{'type': 'bank_002_account_validation', 'message': 'Account number failed validation for bank 002'}]"
ACC-14ba198f,232,379522.76,REF-d8e26e42,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-329c368e,232,65780.2,REF-e3b0c442,Invalid,"[{'type': 'reference_id_validation', 'message': 'Reference ID must be non-empty'}]"
ACC-acbd2d7f,,298987.15,REF-ba0aa7e0,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
